label,company,address,city,state,zip,phone,fax,toll-free,website,description,employees,sales-volume,established,first-name-1,last-name-1,title-1,gender-1,first-name-2,last-name-2,title-2,gender-2,first-name-3,last-name-3,title-3,gender-3,first-name-4,last-name-4,title-4,gender-4,first-name-5,last-name-5,title-5,gender-5,first-name-6,last-name-6,title-6,gender-6,first-name-7,last-name-7,title-7,gender-07,first-name-08,last-name-8,title-8,gender-8,first-name-9,last-name-9,title-9,gender-9,first-name-10,last-name-10,title-10,gender-10,first-name-11,last-name-11,title-11,gender-11,first-name-12,last-name-12,title-12,gender-12,first-name-13,last-name-13,title-13,gender-13,first-name-14,last-name-14,title-14,gender-14,first-name-15,last-name-15,title-15,gender-15,first-name-16,last-name-16,title-16,gender-16,first-name-17,last-name-17,title-17,gender-17,first-name-18,last-name-18,title-18,gender-18,first-name-19,last-name-19,title-19,gender-19,first-name-20,last-name-20,title-20,gender-20,first-name-21,last-name-21,title-21,gender-21,first-name-22,last-name-22,title-22,gender-22,first-name-23,last-name-23,title-23,gender-23,first-name-24,last-name-24,title-24,gender-24,first-name-25,last-name-25,title-25,gender-25,first-name-26,last-name-26,title-26,gender-26,first-name-27,last-name-27,title-27,gender-27,first-name-28,last-name-28,title-28,gender-28,first-name-29,last-name-29,title-29,gender-29,first-name-30,last-name-30,title-30,gender-30,first-name-31,last-name-31,title-31,gender-31,first-name-32,last-name-32,title-32,gender-32,first-name-33,last-name-33,title-33,gender-33,first-name-34,last-name-34,title-34,gender-34,first-name-35,last-name-35,title-35,gender-35,first-name-36,last-name-36,title-36,gender-36,first-name-37,last-name-37,title-37,gender-37,first-name-38,last-name-38,title-38,gender-38,first-name-39,last-name-39,title-39,gender-39,first-name-40,last-name-40,title-40,gender-40,first-name-41,last-name-41,title-41,gender-41,first-name-42,last-name-42,title-42,gender-42,first-name-43,last-name-43,title-43,gender-43,first-name-44,last-name-44,title-44,gender-44,first-name-45,last-name-45,title-45,gender-45,first-name-46,last-name-46,title-46,gender-46,first-name-47,last-name-47,title-47,gender-47,first-name-48,last-name-48,title-48,gender-48,first-name-49,last-name-49,title-49,gender-49,first-name-50,last-name-50,title-50,gender-50
arvin-meritor-inc,Arvin Meritor Inc,90 Christ School Rd,Arden,NC,28704,8286877409,,,,"Arvinmeritor Is One Of The Leading Companies IN The World That Provides A Range Of Integrated Systems, Modules And Components To The Motor Vehicle Industry. The Company Offers Transmissions, Drive Axle Carriers, Steering Gears And Drivelines. It Provides Products Under The Brand Names Of Gabriel, Arvin And Purolator. Founded IN 1909, Arvinmeritor Designs And Manufactures Products For Use IN Commercial, Specialty And Light Vehicles And Serves Commercial Truck, Trailer And Original Equipment Manufacturers. The Company Offers Braking Systems And Controls, Clutches, Wheel Ends And Foundation Brakes For Trucks. It Maintains More Than 110 Locations IN Over 25 Countries. Arvinmeritor Additionally Provides Transfer Cases, Trailer Axels And Stability Enhancement Systems. Its Subsidiaries Include Mascot Truck Parts And Arvin Innovation.",150,"$45,736,000",,Kevin,Parkhill,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artistree,Artistree,1060 Industrial Park Dr,Kernersville,NC,27284,3369935640,3369936717,8003344412,Michaels.Com,"Artistree Is A Manufacturing Company That Produces A Variety Of Integrated Frames And Moldings. It Operates Manufacturing Facilities IN California, Texas And North Carolina. The Company Processes More Than 25 Million Linear Feet Of Frame Molding And Custom-Cut Mats For Michaels Stores And Aaron Brothers. Artistree Is A Part Of Michaels Stores, Which Is One Of The Leading Retailers Of Arts And Crafts Materials IN The United States. It Is A Chain Of Retail Stores That Provides Framing, Floral, Wall D Cor And Seasonal Merchandise Items For Residential And Commercial Applications. The Parent Company Has An Inventory Of Over 37,000 Items And Operates Nearly 1,000 Retail Stores IN Approximately 45 U.S. States.",125,"$17,181,000",1971,Dan,Eisenhart,Mfg Exec,Male,Melinda,Deer,HR Executive,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armstrong-world-industries,Armstrong World Industries,507 Mattress Factory Rd,Mebane,NC,27302,9195635141,,,Armstrong.Com,,163,"$16,558,000",,Janine,Rydin,Sales,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armstrong,Armstrong,755 Washington Ave,Statesville,NC,28677,7048731800,,,Agoc.Com,"Founded IN 1860, Armstrong World Industries Designs And Manufactures A Range Of Floors, Ceilings And Cabinets. Headquartered IN Lancaster, Pa., The Company Operates More Than 40 Plants IN Over 10 Countries, Including Germany, Canada And China. It Serves The Residential And Commercial Markets. The Company Sells The Bruce And Robbins Brands Of Flooring Products. It Also Sells Laminates, Resilient Sheets And Tiles And Genuine Linoleum, Which Is A Specialty Carpet And Sports Flooring. The Company Offers Acoustical Ceilings, Suspension Systems, And Kitchen And Bath Cabinets. Additionally, It Sells Toughguard, Armalock And Swiftlock Brands Of Flooring And Laminates. Armstrong World Industries Employs Nearly 12,800 Staff Members Worldwide And Maintains A Location IN Statesville, N.C.",150,"$25,711,000",1985,Tony,Everidge,President,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armacell,Armacell,1004 Keisler Rd NW,Conover,NC,28613,8284645880,8284645888,8009929116,Armacell.Com,"Armacell Enterprise Gmbh Is One Of The Leading Global Companies IN The Market For Flexible Technical Insulation Materials. Located IN Conover, N.C., The Company Specializes IN Manufacturing Thermal- And Acoustic-Elastomeric Insulation Materials. It Also Provides Various Insulation Products, Including Ultraviolet (Uv) Resistant, Halogen-Free Insulation And Flexible Cryogenic Systems For Industrial Process Pipework And Tanks. Additionally, The Company Provides Acoustic Products, Including Sheets And Rolls, Tubes, Barriers And Polyethylene Terephthalate (Pet) Cores. It Caters Enclosures, Flooring, Ceilings And Partitions, Wind Energy, Marine And Transport Markets.",100,"$14,637,000",2000,Keith,Norwood,Vice President,Male,Chad,Andrews,Manager,Male,Kelvin,Bowman,Manager,Male,Larry,Couch,Manager,Male,Richard,Kyaw,Manager,Male,Robert,Lemieux,Manager,Male,Misty,Messenger,Manager,Female,Michelle,Moss,Manager,Female,Simone,Myles,Manager,Female,Tommy,Rushing,Manager,Male,Sandy,Shattles,Manager,Female,Lesley,Vonseggen,Manager,Female,Kenneth,Carr,Mfg Exec,Male,Lenn,Nelson,HR Executive,Male,Paul,Kenney,Controller,Male,Karen,Moore,Purchase Exec,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
areva-np,Areva Np,7207 Ibm Dr,Charlotte,NC,28262,7045030552,,,Areva.Com,"Areva Np Specializes IN The Design And Construction Of Nuclear Power Plants And Research Reactors. The Company Offers Instrumentation, Control, Modernization And Maintenance Services. It Operates Industrial And Commercial Offices Throughout The World. Areva Np Also Supplies Nuclear Fuel To More Than 100 Plants. The Company Manages Subsidiaries IN The United States And Germany. Its Energy Business Maintains Operations IN The Nuclear Service And Equipment Sectors. The Company Operates Areva Np Gmbh And Areva Np Incorporated. It Designs And Manufactures Steam Generators And Vessel Heads. The Company Offers Spare Parts, Such As Actuators, Filters, And Reactor Coolant Pump Seals And Coolant Pump Components. Areva Np Provides Swr 1000 And Antares.",600,"$117,612,000",,Vic,Fregonese,Vice President,Male,Christopher,Miller,Vice President,Male,Herbert,Richardson,Vice President,Male,Steve,Seitz,Vice President,Male,Guillaume,Faure,Director,Male,Gregory,Ott,Director,Male,George,Westbury,Director,Male,Kevin,Connell,Manager,Male,Piotr,Kolodziejczyk,Manager,Male,Michael,Liebenow,Manager,Male,Angela,Palmer,Manager,Female,Jeremy,Picard,Manager,Male,Mindy,Thomas,Manager,Female,Gabriel,Watson,Manager,Male,Dawn,Berry,HR Executive,Female,Bharat,Majmudar,Engr/Tech,Male,Inderjit,Sidhu,Engr/Tech,Male,Marnee,Mc Lester,Purchase Exec,Female,Jacque,Donald,IT,Female,Jim,Lawrence,Telecom Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
areva-inc,Areva Inc,7207 Ibm Dr,Charlotte,NC,28262,7048052000,,,Us.Areva.Com,,200,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arden-co,Arden Co,1611 Broadway Rd,Sanford,NC,27332,9192583081,9192585702,8008767336,Ardencompanies.Com,"Arden Companies Is One Of America's Leading Manufacturers And Marketers Of Outdoor Products, Household Consumer Products And Professional Kitchen Textiles. Arden Was Founded IN 1964 IN Detroit. Its Mission Was To Provide Quality Products And Services To The Retail Community. The First Products Were Cleaning Pads And Laundry Bags, Made IN A Factory IN Ionia, Mich. Arden S Headquarters Are IN Southfield, Mich., And It Has Six Manufacturing Facilities IN North Carolina, Indiana, Texas And California With More Than 1,000 Employees And Factory Alliances IN Europe And Asia. The Company Is One Of The Nation S Largest Suppliers Of Outdoor Replacement Cushions And Umbrellas. Its Scouring Products And Textiles Are Sold By Virtually Every Major Retailer IN The United States And Used IN Homes And Restaurants Throughout North America.",300,"$66,221,000",1990,Al,Smith,Vice President,Male,Cameron,Duffer,Manager,Male,Lorie,Mcmillian,Manager,Female,Al,Smith,Manager,Male,Barbara,Kimball,HR Executive,Female,Al,Smith,Sales Exec,Male,Al,Smith,Cmo,Male,Sandra,Watts,Purchase Exec,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardagh-group,Ardagh Group,4000 Old Milwaukee Ln,Winston Salem,NC,27107,3367858500,3367841570,,Rexam.Com,"Rexam Beverage Can Americas Provides A Range Of Packing Solutions For Consumer Products. It Is Owned And Operated By Rexam, Which Is One Of The Largest Consumer Packaging Groups And Beverage Can Makers Worldwide. Rexam Serves The Beverage, Personal And Health Care And Food Markets. The Company Specializes IN Beverage And Plastic Packaging Products. It Manufactures Cases For Lipsticks And Mascara, Compacts, Closures For Fragrances And Dispensing Solutions For Perfumes, Lotions And Foams. Rexam Also Offers Plastic Containers And Closures, Drug Delivery And Medical Devices, Pharmaceutical Pumps And Valves, As Well As Ophthalmic Packaging Products For The Health Care Market. It Operates More Than 110 Manufacturing Facilities IN Over 20 Countries. The Company Employs More Than 22,000 People.",150,"$37,694,000",1975,Alan,Barker,Mfg Exec,Male,Bryant,Haselden,Mfg Exec,Male,Jerry,Hodges,HR Executive,Male,Janice,Fishler,Controller,Female,Joe,Martin,Purchase Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arch-buildings,Arch Buildings,355 Industrial Park Dr,Boone,NC,28607,8282646198,8282647926,8002226335,Steelarchbuildings.Com,"U.S. Buildings Has Been A Factory-Direct Provider Of The Advanced Clear Span Protective Buildings IN The United States For More Than 25 Years. It Maintains A 50,000-Square-Foot Facility That Features A Fully Automated, Computer-Aided Manufacturing Line That Creates High-Quality Products. The Company Employs Various Architects And Engineers To Develop Its Arch System. U.S. Buildings Constructs Small Backyard Shops And Garages And Recreational, Agricultural, Commercial And Housing Structures. Its Buildings Are Improved For Ventilation And Airflow And Insulated IN Order To Reduce Heating Costs. The Company Also Provides Various Arches, Services Doors, End Walls, Ventilators And Sky Lights. U.S. Buildings Maintains Location IN Boone, N.C., And Deerfield Beach, Fla.",120,"$26,347,000",1983,Tommy,Sofield,President,Male,Mike,Bloomquist,HR Executive,Male,Tom,Northrop,Sales Exec,Male,Lisa,Clements,Marketing Exec,Female,John,Burlinson,Finance Exec,Male,Mike,Bloomquist,IT Executive,Male,Lisa,Clements,Purchase Exec,Female,Mike,Bloomquist,Telecom Exec,Male,Haley,Sofield,Other,Female,Heather,Sofield,Other,Female,Robert T,Sofield Iii,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arch-aluminum-&-glass-co-inc,Arch Aluminum & Glass Co Inc,400 Park Ave,Youngsville,NC,27596,9195541993,,,Archaluminum.Net,,101,"$12,303,000",,Rafael,Orteaga,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apw-mayville,APW Mayville,1506 Ivac Way,Creedmoor,NC,27522,9195284433,,,Mayville.Com,,125,"$19,945,000",1989,Rick,Rose,Mfg Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apparel-sales-&-printing-inc,Apparel Sales & Printing Inc,48 S Kerr Ave,Wilmington,NC,28403,9108154321,,,,"Apparel Sales And Printing, Also Known As Asap, Offers Custom Screen Printing And Embroidery On A Variety Of Apparel And Accessories. Established IN 2006, It Provides More Than 400,000 Logo Products For Brief Bags, Planners, Mugs, Mouse Pads, Stadium Cups And Car Flags. The Company Creates Custom T-Shirt Graphics, Reproduces Corporate Logos And Offers Graphic Design Services. Apparel Sales And Printing Also Provides On-Site Screen Printing Services At Special And Sporting Events, Open Houses, Grand Openings, Car Shows, And Outdoor And Indoor Concerts. It Offers A Range Of T-Shirts, Outerwear, Sport Shirts, Wovens, Headwear, Bags And Accessories. The Company Provides Products From Several Brands, Such As Arnald Palmer, Agusta, Willow Pointe, Old Navy, Gap, Sierra Pacific And Inner Harbor. Apparel Sales And Printing Is Located IN Wilmington, N.C.",460,"$52,354,000",2006,Rick,Stefanick,Owner,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aplix-inc,Aplix Inc,12300 Steele Creek Rd,Charlotte,NC,28273,7045881920,7045881941,8004380424,Aplix.Com,"Established IN 1958, Aplix Deals IN Self-Gripping Fastening. Some Of Its Technologies Include Knitting, Converting, Weaving, Plastic Extrusion And Plastic Injection. The Company Serves A Wide Range Of Industries, Such As Hygiene, Automotive, Cleaning, Aircraft, Medical, Military And Packaging. Aplix Provides A Wide Array Of Products, Including Landing Zones, Stretch, Hooks, Seat Assembly, Over Head Systems, Cargo Management, Aplix 800, Aplix 400, Aplix 810, Inter-Mold Technology, Etc. It Is An Iso 9001/ Iso Ts 16 949 Certified Firm.",230,"$25,351,000",1979,Dan,Brower,Vice President,Male,Patrick,Billarant,President,Male,Richard,Little,Vice President,Male,Quresh,Sachee,Vice President,Male,Scott,Kramer,Regional Mgr,Male,Max,Bailey,Manager,Male,Joel,Battle,Manager,Male,John,Bumgarner,Manager,Male,Dante,Deleo,Manager,Male,Joe,Fogle,Manager,Male,Doug,Frost,Manager,Male,Bradley,Langford,Manager,Male,Mike,Spalding,Manager,Male,Dale,Williams,Manager,Male,Marc,Woodling,Manager,Male,Angela,Youmans,Manager,Female,Susan,Mc Gee,HR Executive,Female,David,Possage,Sales Exec,Male,David,Possage,Marketing Exec,Male,John,Rinaldi,Finance Exec,Male,John,Rinaldi,Treasurer,Male,David,Gritt,IT Executive,Male,Kevin,Black,Engr/Tech,Male,Cathy,Morelli,Purchase Exec,Female,Rick,Nakano,IT,Male,Owen,Machemer,Sales,Male,Cathy,Mckinney,Marketing,Female,John,Rinaldi,Telecom Exec,Male,Susan,Mcgee,Board Member,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-tool-group-distribution,Apex Tool Group Distribution,1335 Isley Rd,Gastonia,NC,28052,7048842770,7048536210,,Danahertool.Com,"Generations Of Do-It-Yourselfers Have Relied On Tools Made By Danaher Tool Group For Some Of The Best-Known Retail Brands IN The World. Danaher Products Are Recognized By Professional Automotive Technicians Around The World For Their Accuracy, Durability And Ergonomic Design. Hand Tools Designed For Industrial Applications Offer Global Growth Opportunities Based On Value-Added Innovation. Integrated Electronic Displays Combine Convenience With Measurable Benefits IN Speed And Safety. Danaher Tool Group Is A Subsidiary Of Danaher Corporation, One Of The Leading United States Based Manufacturers With A Worldwide Workforce Of Approximately 37,000. With Leading Businesses IN Professional Instrumentation, Industrial Technologies, And Tools And Components, Danaher Makes Long-Term Investments IN Established And Internationally Active Industrial Enterprises. Its Business Activities Encompass Three Reporting Segments And Are Comprised Of Six Strategic Platforms: Professional Instrumentation, Industrial Technologies And Tools And Components. The Company Is Headquartered IN Washington D.C., With Locations Throughout The United States Including Gastonia, N.C.",300,"$301,691,000",1978,Rex,Lane,Mfg Exec,Male,Mike,Iezzi,COO,Male,Charles,Martin,HR Executive,Male,Richard,Robinson,Finance Exec,Male,Ross,Ware,IT Executive,Male,Sara,Freeman,Purchase Exec,Female,Ross,Ware,Telecom Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-atlantic-inc,APAC-Atlantic Inc,300 S Benbow Rd,Greensboro,NC,27401,3364126090,3364126888,8008221734,Crhamericasmaterials.Com,"Thompson-Arthur Division Is One Of The Leading Companies That Offers Asphalt Paving Services IN North Carolina. The Company Provides Stone Base, Bridge, And Curb And Gutter Construction Services. It Offers Site Utilities, Grading And Sand Products. Thompson-Arthur Division Works On Various Highway, Private And Commercial Paving Projects. The Company Maintains More Than 15 Asphalt Facilities. It Is A Part Of Apac, Which Is One Of The Leading Companies IN The Transportation Industry. Apac Operates IN More Than 10 Southern And Midwestern States IN The United States. It Maintains Over 90 Aggregate Production Facilities, Including Nearly 20 Ready-Mix Concrete And More Than 220 Hot-Mix Asphalt Plants.",850,"$144,929,000",1951,Bill,Medcalf,Vice President,Male,Houston,Lytch,Sales Exec,Male,Mary,Prettyman,Finance Exec,Female,W C,Linthicum,Purchase Exec,Male,Houston,Lytch,Telecom Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ap-emissions,Ap Emissions,300 Dixie Trl,Goldsboro,NC,27530,9195802000,,8002772787,Apcautotech.Com,,400,"$113,565,000",1927,Evangelos,Proimos,President,Male,Doug,Wolma,President,Male,Jason,Soika,Vice President,Male,Teresa,Bauer,Director,Female,Leonard,Oshman,Director,Male,James,Derrah,General Mgr,Male,Kimshala,Hibbert,Manager,,Ryan,Mcdonough,Manager,Male,Dave,Mcginty,Manager,Male,Craig,Moore,Manager,Male,Steven,Nuneviller,Controller,Male,Matthew M,Bapple,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anvil-knitwear,Anvil Knitwear,68 Industrial Blvd,Whiteville,NC,28472,9106426114,,,,,450,"$37,712,000",1984,Nick,Logan,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrx-corp,Andrx Corp,9707 Chapel Hill Rd,Morrisville,NC,27560,9193197800,,,,,175,"$228,968,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andersen-products-inc,Andersen Products Inc,3202 Caroline Dr,Haw River,NC,27258,3363763000,3363768153,8005231276,Sterility.Com,,150,"$158,273,000",1958,Harold W,Andersen,President,Male,H W,Andersen,President,Male,Shirley R,Andersen,Vice President,Female,Shawn,Grubb,Director,Male,Ann,Holt,Director,Female,Edwin,Vaughan,General Mgr,Male,Ethan,Marshall,Manager,Male,Judy,Morales,Manager,Female,Amanda,Shrestha,Manager,Female,Barbara,England,HR Executive,Female,Ted,May,Sales Exec,Male,Ted,May,Marketing Exec,Male,Danette,Anderson,Finance Exec,Female,Pat,Farrell,Purchase Exec,Female,Dale,Pfeifer,Operations,Male,John,Lindley,Telecom Exec,Male,William K,Andersen,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amsco-international-inc,Amsco International Inc,1002 Lufkin Rd,Apex,NC,27539,9193620842,,,,,150,"$34,104,000",1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphenol-aerospace-corp,Amphenol Aerospace Corp,7506 E Independence Blvd,Charlotte,NC,28227,7045319053,,,,,180,"$47,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amp-inc,AMP Inc,3120 Northwest Blvd,Gastonia,NC,28052,7048670271,,,,,300,"$50,700,000",1976,John,Norton,Mfg Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amgen-inc,Amgen Inc,1705 Bowling Green Trl,Raleigh,NC,27613,9198455500,,,Amgen.Com,,200,"$200,246,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amgen-inc,Amgen Inc,913 Plantation Pine Cir,Garner,NC,27529,9193297485,,,,,200,"$200,246,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amgen-inc,Amgen Inc,229 Forest Creek Dr,Fayetteville,NC,28303,9108641715,,,,,200,"$131,198,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
